study.ID,action.name,synopsis,summary,simplifieddesign,year,country,continent,correct,corrected category
3500,Control weeds without damaging other plants in conservation areas,Farmland Conservation,"A replicated, controlled study in 1998-1999 on fallow land at the University of Göttingen, Germany (Kluth et al. 2003) found that cutting reduced creeping thistle Cirsium arvense reproductive success, but combining cutting with infection with rust fungus Puccinia punctiformis further restricted sexual reproduction and was therefore a more effective control strategy. Potted thistle plants (15 cm tall) were transferred outdoors and one of four treatments (10 replicates of each) were applied in June 1998 and 1999: cutting at 30 cm, application of a spore suspension of the rust fungus, cutting and rust application and controls. Thistle size, number of flower buds and fertile flower heads and above and below ground (1999) dry matter were measured. ",Control-Impact,2003,Germany,Europe,Yes,NA
996,Translocate songbirds,Bird Conservation,"A before-and-after study from September 1988 to January 1993 in the Seychelles (Komdeur 1997) found that all 29 Seychelles warblers Acrocephalus sechellensis translocated from Cousin Island to each of Aride Island (in September 1988) and Cousine Island (in June 1990) were alive in 1991 and that populations had grown from before translocations to 210 on Aride Island and 53 on Cousine Island. A further census on Aride Island in January 1993 estimated a population of 239 warblers. Prior to translocation, potential introduction sites were identified according to food availability, the absence of feral cats Felis catus and black rats Rattus rattus, and a sustained commitment to conservation management from the land owners. Translocation was in well-ventilated cardboard cages (15 × 15 × 20 cm) with a stick trellis 1 cm above the floor of each box allowing birds to perch, and the entire process of capture, translocation and release took on average little more than three hours, with no mortalities. ",Before-After,1997,Seychelles,Africa,Yes,NA
4955,Captive breeding salamanders (including newts),Amphibian Conservation,"A replicated study in 1978–1988 of captive Japanese giant salamanders Andrias japonicas in a zoo in Hiroshima, Japan (Kuwabara et al. 1989) found that the salamanders bred successfully in captivity. Between one and three females produced eggs in each of the three breeding groups each year. A total of 36 egg masses were produced between 1979 and 1988 (336–2434 eggs/mass). Survival to hatching was approximately 60% (range: 0–97%). By 1988, there were 1,035 captive larvae and young. Males were observed eating eggs in the smaller enclosures. Between 1978 and 1983, three breeding groups were established with 2–4 males and three females. Groups were housed in two to four connected outdoor tanks (90 x 70 x 45 cm) with sand and water. Larvae were reared in separate outdoor tanks (65 x 38 x 15 cm). ",After,1989,Japan,Asia,Yes,NA
5593,Legal protection of forests,Forest Conservation,"A site comparison study in 2005 in temperate broadleaf forest in Iran (Alijanpour &amp; Mahmoudzadeh 2007) found that forest protection increased the density of young trees. Thirty years after an area was protected, the average number of new trees was higher in protected (530/ha) than in unprotected areas (390/ha). New tree density was monitored in 77 plots (0.1 ha) in one protected and one unprotected forest sites (485 ha each). ",Control-Impact,2007,Iran,Asia,Yes,NA
5698,Reduce the intensity of livestock grazing in forests,Forest Conservation,"A replicated study in 1986-1993 in temperate woodland in the UK (Hester, Mitchell &amp; Kirby 1996) found that reducing the intensity of sheep grazing increased the numbers of tree saplings. The number of saplings/100 m2 was higher in low-intensity (0.54-0.66) than in high- and medium-intensity grazing plots. Four plots for each grazing intensity: high (2.1-3.8 sheep/ha); medium (1.2-2.0 sheep/ha) or low (0.6-1.2 sheep/ha) were established in 1986. Saplings (&gt;30 cm diameter at breast height) were monitored in 2003 in 20 quadrats (10 × 10 m) within each plot. ",After,1996,United Kingdom,Europe,Yes,NA
11837,Translocate to establish populations outside of known range,Butterfly and Moth Conservation,"A study in 1999–2008 in two limestone grasslands in Durham and Northumbria, UK (Willis et al. 2009) reported that translocated populations of small skipper Thymelicus sylvestris and marbled white Melanargia galathea survived and spread for eight years after release into climatically suitable areas north of their current range. Six years after release, the distribution of small skipper was 3.64 ha, compared to 0.17 ha in the first year, and the distribution of marbled white was 17.8 ha, compared to 7.2 ha in the first year. Six years after release, the abundance of marbled white was 14 butterflies/km, compared to 6 butterflies/km one year after release. However, most individuals of both species remained within 1 km of their release site. Eight years after release, both populations were still present. In July–August 1999, about 400 adult small skipper were collected from sites in North Yorkshire, and released in a quarry in Northumberland the following day, ~35 km north of the natural range. In July 2000, a further 200 small skipper were translocated to the same site, and ~500 adult marbled white were caught in North Yorkshire and released in a quarry in Durham, ~65 km north of their natural range. Roughly equal numbers of males and females were released. From 2001–2006, extensive searches of each release site and all suitable habitat within 3–4 km were conducted regularly to record adults during their flight period. In 2007–2008, more limited surveys were conducted. Marbled white were also recorded along a 1,550-m transect through their release site every 3–4 days during the flight period (years not given).",After,2009,United Kingdom,Europe,Yes,NA
567,Create or maintain corridors between habitat patches,Terrestrial Mammal Conservation,"A replicated study in 1992 of a grassland in southeast Norway (Andreassen et al. 1996) found that root voles Microtus oeconomus used habitat corridors, but moved further in intermediate-width than in narrow or wide corridors. In intermediate (1-m-wide) corridors, voles moved an average of 205 m along the corridor in 12 hours. In narrow (0.4-m-wide) corridors, average movement was 35 m and, in wide (3 m-wide) corridors, was 75 m. Two 5 × 5-m habitat patches were connected by a 310 m-long corridor. Patches and corridor comprised dense, homogeneous meadow vegetation. Adult male voles were released, one in each habitat patch, at 08:00 h and the trial was terminated at 18:00 h. Fieldwork spanned August–October 1992, starting with the wide corridor. Corridor width was then reduced by mowing and herbicide use. Vole movements were monitored by radio tracking and footprint plates.",After,1996,Norway,Europe,Yes,NA
9184,Actively manage water level: freshwater marshes,Marsh and Swamp Conservation,"A study in 1999–2001 of a section of the Mississippi River in Illinois/Missouri, USA (Dugger &amp; Feddersen 2009) reported that when the water level was successfully lowered for 30 days, herbaceous plant species colonized exposed parts of the floodplain. In 1999 and 2001, fifteen to seventeen plant taxa were recorded on the exposed floodplain. The most common taxa were sedges Cyperus spp. (occurring in 69–77% of surveyed quadrats), barnyard grasses Echinochloa spp. (53–80%) and knotweeds Polygonum spp. (28–93%). In 2000, low water levels could not be maintained for a continuous 30 day period. Vegetation that had germinated on exposed soils was killed by the floodwaters. Methods: Each spring between 1994 and 2001, downstream dam gates were opened to lower the water level in the focal section of the Mississippi River. The aim was to expose floodplain soils and allow certain herb species to germinate. Each year between 1999 and 2001, plant species and their cover were surveyed in 55–65 quadrats on the floodplain, approximately three weeks after initial exposure.",After,2009,United States,North America,Yes,NA
5847,Use prescribed fire: effect on understory plants,Forest Conservation,"A before-and-after study in 2003-2005 in temperate coniferous forest in California, USA (Walker et al. 2012) found that prescribed fire decreased the cover of understory vegetation. The change (after minus before) in understory vegetation cover was more negative in burned (-19%) than unburned plots (-2%). Data were collected in 2003 (before) and 2005 (after) in five plots (0.04 ha) in each of two burned (in June 2004) and two control (unburned) treatment units of approximately 1 ha. ",Before-After,2012,United States,North America,Yes,NA
5732,Log/remove trees within forests: effects on mature trees,Forest Conservation,"A replicated, controlled study in 1984-1996 in temperate coniferous forest in Finland (Lähde, Eskelinen &amp; Väänänen 2002) found that cutting treatments decreased the wood volume but not the number of trees. Tree volume (m3/ha) was higher in uncut (248) than in six cutting treatments (32-153). However, there was no difference between treatments for the number of trees/ha (uncut: 2,226; cutting treatments: 1,684-2,669) or seedlings/ha (uncut: 6,156; cutting treatments: 6,109-15,625). Four replicates of seven treatment units (1-3 ha) were established in 1984: uncut; Norway spruce Picea abies shelterwood (330 spruce trees left); Scots pine Pinus sylvestris shelterwood (220 pine trees left); mixed shelterwood (450 trees left); single-tree selection; group selection (~25 m openings); diameter cutting (&gt;25 cm DBH). Volume and number of trees (&gt;1.3 m tall) were monitored in 1996 in one 40 × 40 m plot in each treatment unit. Seedlings (0.1-1.3 m tall) were monitored in 1991 in 16 subplots (10 m2) within each plot. ",Control-Impact,2002,Finland,Europe,Yes,NA
8078,Use chili to deter crop damage by mammals to reduce human-wildlife conflict,Terrestrial Mammal Conservation,"A before-and-after and site comparison study in 2003–2004 of two farming areas in Laikipia, Kenya (Graham &amp; Ochieng 2008) found that using chili fences and chili smoke, along with loud noises, reduced raiding and crop damage by African elephants Loxodonta africana. The study does not distinguish between the effects of chilli deterrents and loud noises. After farmers began using chili fences and chili smoke, along with loud noises, the total number of crop-raiding incidents (26) and the average area of crop damage (375 m2/incident) was lower than before deterrents were used (92 incidents; 585 m2/incident). However, the difference was not tested for statistical significance. At a control site without deterrents, crop-raiding increased (total 17–166 incidents) as did crop damage (average 328 m2–421 m2/incident) during the same time period. A group of farmers within a 0.03-km2 area were provided with training and materials to deter crop-raiding elephants. Deterrents included chili fences (rope and cloth fences with chili and engine grease applied), chili smoke (chili and dung briquettes burned at night) and loud noises (bangers, banger sticks, cow bells). Some farmers also used watchtowers and torches. A second control area, of equal size and within 1 km, used no deterrents. Crop-raiding incidents and crop damage were recorded in each of the two areas before (June–December 2003) and after (June–December 2004) deterrents were introduced.",BACI,2008,Kenya,Africa,Yes,NA
10401,Head-start wild-caught reptiles for release: Crocodilians,Reptile Conservation,"A study in 1991–1992 in a river near San Jose, southwestern Venezuela (Muñoz &amp; Thorbjarnarson 2000) found that after releasing head-started Orinoco crocodiles Crocodylus intermedius, some survived at least a year. Seven crocodiles survived for at least 235–352 days, and one was killed accidentally two weeks following release. Crocodiles moved an average of 4–5 km/month (maximum distance 12 km). The average growth rate of released crocodiles (4 of 8 released individuals) was 0.1 cm/day, which was comparable to some smaller, wild-caught juveniles (0.1 cm/day) (result not statistically tested). In 1987, eggs were collected from along the river and hatched in captivity. Eight male crocodiles were head-started (length range from 115–139 cm) and released in March or April 1991. Crocodiles were fitted with radio transmitters and located every 1–2 days from April 1991 to March 1992.",After,2000,Venezuela,South America,Yes,NA
4211,Change tillage practices,Soil Fertility,"A replicated study over a 22 year period on loamy soil in western France (Lamandé et al. 2003) showed that conventional tillage reduces both earthworm abundance (22 individuals/m2) and functional diversity (four species), whereas occasional tillage (4-yr rotation) only reduces earthworm abundance (60 individuals/m2, six species). The study comprised 3 treatments, established in plots 9 × 16 m in size: continuous maize treated with pig slurry for 22 years; the pasture phase of a rye-grass / maize rotation, also treated with pig slurry for 22 years; pasture sown with white clover and rye-grass, maintained for 9 years. Three replicate samples of the earthworm community were sampled from each treatment. ",After,2003,France,Europe,Yes,NA
7746,Provide supplementary food to increase reproduction/survival,Terrestrial Mammal Conservation,"A randomized, replicated, controlled study in 1991–1995 in two mountain ranges in Colorado, USA (Miller et al. 2000) found that supplementary winter feeding of Rocky Mountain bighorn sheep Ovis canadensis canadensis did not increase lamb survival. Average annual recruitment did not differ between herds provided with food (0.5–0.7 lambs/adult female) and herds where no food was provided (0.6–0.7 lambs/adult female). Adult bighorn females of four herds were captured in February–March 1991–1995 and were marked and radio-collared. Between 1991 and 1995 the herds were either fed from mid-December for 8–10 weeks with 2 kg/individual/day of alfalfa hay and 1 kg/individual/day of apple pulp, or not given any supplementary food. Each year, one herd under each feeding regime was additionally medicated for lungworm using fenbendazole, while the other was not medicated. Treatments were rotated annually under a predetermined, randomly selected scheme. Lamb survival for 11–18 marked adult females/herd was assessed every two weeks between May and October the following year.",RCT,2000,United States,North America,Yes,NA
5410,Use prescribed burning,Bat Conservation,"A replicated, controlled, site comparison study in 2007–2008 in two mixed forests in West Virginia, USA (Johnson et al 2010) found male Indiana bats Myotis sodalis roosting in tree stands treated with prescribed fire and in unburned forest, and roost switching frequency and the distance between roost trees did not differ between burned and unburned forest. Sixteen roosts were in burned tree stands and 34 roosts were in unburned forest, but the difference was not tested for statistical significance. Roost switching frequency and the distance between roost trees did not differ significantly between burned (1–4 days, average 220 m) and unburned forest (1–2 days, 477 m). In April–May 2007–2009 three stands (12, 13 and 121 ha) within one of two of the forests (Fernow Experimental Forest, 1900 ha) were subjected to prescribed burning using a strip head fire technique. In the other forest (Petit Farm, 400 ha) in March 2003 an escaped campfire had burned part of the forest stand. Control stands were unburned areas in each of the two forests. Bats were captured over streams, pools, ponds and trails using mist nets in burned and unburned forest in June–July 2004–2006 at Petit Farm and June–July 2008–2009 at Fernow Experimental Forest, and also at a cave swarming site at Fernow Experimental Forest in September–October 2007–2008. A total of fifteen male bats were radio-tracked.",Control-Impact,2010,United States,North America,Yes,NA
4029,Use crop rotation in potato farming systems,Natural Pest Control,"A randomised, replicated study in 1983-1987 on Prince Edward Island, Canada (Kimpinski et al. 1992) found more root lesion nematodes Pratylenchus penetrans (pest) in barley Hordeum vulgare after one year of soybean Glycine max (3,240 nematodes/g root and 4,170 nematodes/kg soil) than after potato Solanum tuberosum, wheat Triticum aestivum, or two years of continuous barley (630-780 nematodes/g root and 1,260-1,700 nematodes/kg soil). Barley yields were highest after potato (3,514 kg/ha), followed by soybean (3,293 kg/ha), wheat (3,195 kg/ha) and continuous barley (2,712 kg/ha). In soybean after barley, nematode density and yield did not change according to crops two years before. In the final study year, nematode density did not vary between plots, but potato yield was lower in plots that had grown potato or soybean three years before. Crops were grown in randomised 10 x 32 m plots, in a field planted with barley the previous year. Each rotation pattern was replicated six times. Plots grew barley, wheat, soybean or potato in 1984, barley or potato in 1985, soybean in 1986 and potato in 1987. Seeding rates, fertilizer, pesticide and herbicide use followed standard practice for the region. ",After,1992,Canada,North America,Yes,NA
8841,Use non-lethal measures to prevent bats from accessing fruit in orchards to reduce human-wildlife conflict,Bat Conservation,"A replicated, randomized, controlled study in 2012–2013 at two lychee Litchi chinensis growing sites in Madagascar (Raharimihaja et al 2016) found that using an organic deterrent or plastic flags reduced lychee damage caused by Madagascan flying foxes Pteropus rufus, and ringing bells caused most bats to fly away. At both sites, the average proportion or number of lychees damaged by flying foxes/fruit cluster was lower with an organic deterrent (Site 1 = 5%; Site 2: two fruit/fruit cluster) or plastic flags (Site 1 = 32%; Site 2 = 0.5 fruit/fruit cluster) than with no deterrent (Site 1 = 62%; Site 2 = 11 fruit/fruit cluster). Across both sites, ringing bells resulted in 35 of 44 (80%) flying foxes flying away. Three deterrents were tested at two sites in 2012 and 2013. An organic deterrent (‘Plantskydd’) made from dried blood and vegetable oil was mixed with water and sprayed onto 19–27 lychee clusters/site (each with 60–125 fruit), 15 days before lychees ripened. Bright pink plastic flags (1 x 0.5 m) were hung 1 m from 18–20 randomly selected lychee clusters/site (each with 100–150 fruit). Controls were 21–32 lychee clusters/site with no deterrents. On three occasions, six bells (12-cm diameter) were hung in two lychee trees for four consecutive nights. Bells were rung using a string between 18:00 and 22:00 h when flying foxes attempted to feed on lychees. Lychee damage caused by flying foxes (identified from teeth marks) was monitored daily until lychees were collected by farmers.",RCT,2016,Madagascar,Africa,Yes,NA
10500,Cease livestock grazing: Grassland & shrubland,Reptile Conservation,"A paired sites, controlled study in 2002–2003 of semi-desert shrub and grassland, south-eastern Arizona, USA (Castellano &amp; Valone 2006) found that lizard species richness was similar in ungrazed and grazed sites, but that some species abundances were higher in ungrazed sites, depending on the vegetation type. Species richness was the same in ungrazed and grazed sites (both 7–8 species). In tarbrush-dominated vegetation, two species were more abundant in ungrazed (eastern fence lizards Sceloporus undulatus: 17 individuals; common side-blotched lizards Uta stansburiana: 21) than grazed land (eastern fence: 2; side-blotched: 1), one species was less abundant (round-tailed horned lizards Phrynosoma modestum ungrazed: 3, grazed: 13) and one species had similar abundances (western whiptail Cnemidophorus tigris: 31, 37). For three species sample sizes were too small for analysis (desert spiny Sceloporus magister: 0, 1; ornate tree Urosaurus ornatus: 2, 1; grassland whiptail lizards Cnemidophorus uniparens: 7, 3). In creosote-dominated vegetation, four of eight lizard species abundances were similar in ungrazed and grazed land (eastern fence 26, 17; side-blotched 34, 29; round-tailed horned: 10, 11; western whiptail: 85, 82). For four species, sample sizes were too small for analysis (desert spiny lizard: 2, 3; ornate tree lizard: 3, 4; western banded gecko Coleonyx variegatus: 1, 1; grassland whiptail: 8, 2). A 9 ha area was fenced (post and barbed wire) to exclude livestock in 1958. Grazing continued outside of the enclosure. Lizards were monitored using pitfall traps along 12–13 transects (3–5 traps/transect) that extended from outside to inside the enclosure (60–100 m each side of the enclosure, 20–250 m apart) in August 2002 (728 trap nights) and May–August 2003 (4,620 trap nights). Transects included two vegetation types: tarbrush (1,428 trap nights) and creosote (3,920 trap nights). All lizards, other than western banded geckos, were individually marked with toe clips. Only adults were included in the analysis.",Control-Impact,2006,United States,North America,Yes,NA
6918,Legally protect bat habitats,Bat Conservation,"A replicated, paired sites study in 2011–2012 in 11 managed beech Fagus sylvatica forests in Germany, Austria, France and the UK (Zehetmair et al 2015) found that legally protected forests had higher activity for one of 20 bat species than unprotected forests, but overall bat activity and the number of bat species was similar between protected and unprotected forests. The number of common noctule Nyctalus noctula calls was higher in protected (141 calls) than unprotected forests (18 calls). However, the difference was not significant for 19 other bat species (see original paper for detailed results) or the number of bat calls recorded overall (protected forests: 1,223 calls; unprotected forests: 1,995 calls). The same was true for species richness (17 bat species recorded in both protected and unprotected forests). Surveys were conducted in 11 pairs of forest (one protected, one unprotected) managed for timber production. Protected forests were part of the Natura 2000 network. All stands were &gt;10 ha with trees 80–120 years old and had a similar number of roost trees and volume of snags. Bat activity was recorded with bat detectors at eight locations per stand during one full night in May or July in 2011 or 2012.",Control-Impact,2015,Germany,Europe,Yes,NA
6114,Other biodiversity: Restore habitat along watercourses,Mediterranean Farmland,"A replicated site comparison in 2002–2012 in 21 riparian sites in the Central Valley, California, USA, found similar amounts of parasitism by the cowbird Molothrus ater in restored or remnant forest sites. Birds: Similar amounts of parasitism were found in restored or remnant forest sites. Lower parasitism rates were found for spotted towhee Pipilo maculatus (Sacramento River: 26% vs 47%) and red-winged blackbird Agelaius phoeniceus (San Joaquin River: 0% vs 25%) in restored sites, compared to remnant sites, in some comparisons. Methods: Restored sites were formerly farmland, and restoration included planting. Bird nests were observed every three days in April–July (Sacramento River: 1993–2003; San Joaquin River: 2007–2009). ",Control-Impact,2014,United States,North America,Yes,NA
2642,Create uncultivated margins around intensive arable or pasture fields,Butterfly and Moth Conservation,"A replicated, randomized, site comparison study in 1987–1991 in Oxfordshire, UK (Feber et al. 1994, same experimental set-up as Feber &amp; Smith 1995, Feber et al. 1996) found that unsown field margins had fewer adult meadow brown Maniola jurtina than margins sown with wild grasses and non-woody broadleaved plants (forbs), and that margin management affected butterfly numbers. Fewer adult meadow browns were found on unsown, naturally regenerating margins (4–15 butterflies/50 m) than on sown margins (4–52 butterflies/50 m). However, unsown margins had more butterflies if they were left uncut (4–13 butterflies/50 m), or were cut in spring and autumn (7–15 butterflies/50 m), than if they were cut in summer (4–10 butterflies/50 m). There was no difference in the abundance of meadow brown caterpillars between unsown and sown, or uncut and cut, plots (3 caterpillars/plot). There were more meadow browns on all the experimental field margins than on narrow, unmanaged field boundaries of a neighbouring farm (numbers not given). In October 1987, two-metre-wide field margins around arable fields were rotovated, and either left to regenerate naturally or sown with a wildflower seed mix in March 1988. Within each unsown and sown margin, 50-m-long plots were managed in one of four ways, with eight replicates of each treatment: uncut; cut once in June; cut April and June; cut in April and September. Hay was collected after cutting. From June–September 1989, and April–September 1990–1991,  meadow brown adults were monitored weekly. In spring 1991, meadow brown caterpillars were sampled by sweep netting and visual searching.",RCT,1994,United Kingdom,Europe,Yes,NA
2642,"Reduce fertilizer, pesticide or herbicide use generally",Farmland Conservation,"A randomized, replicated trial from 1987 to 1991 on the Oxford University Farm, Wytham, Oxfordshire, UK (Feber et al. 1994) found fewer adult meadow brown butterflies Maniola jurtina on 2 m-wide naturally regenerated field margins that were sprayed with herbicide once in summer, compared to any margins that were not sprayed. There were 3-4 meadow browns/50 m sprayed plot on average, compared to 4-13 meadow browns/50 m on unsown, uncut margins that were not sprayed. There was no difference between treatments in abundance of meadow brown larvae (3 larvae/plot on average). Two metre-wide field margins were established around arable fields in October 1987, rotavated and left to naturally regenerate from March 1988. Fifty metre-long plots were either uncut and unsprayed, subject to one of four different cutting regimes but unsprayed, uncut but sprayed once a year with herbicide (glyphosate) in late June or July. There were six replicates of each treatment. Adult meadow brown butterflies Maniola jurtina were monitored weekly along walked transects in the experimental plots from June to September 1989 and from April to September 1990 and 1991. Meadow brown larvae were sampled in spring 1991, by sweep netting and visual searching. ",After,1994,United Kingdom,Europe,No,RCT
10464,Use conditioned taste aversion to prevent carnivorous reptiles from eating toxic invasive cane toads,Reptile Conservation,"A replicated, controlled study in 2010–2011 in a site of mixed bushland and agriculture in Western Australia (Price‐Rees et al. 2013) found that northern bluetongue skinks Tiliqua scincoides intermedia subjected to conditioned taste aversion were more likely to survive contact with invasive cane toads Rhinella marina when given a high dose compared with a low dose treatment, but survival after a high dose was similar to those given no dose. Survival of skinks receiving a high dose taste aversion treatment was higher (9 of 9, 100% of skinks survived) than those receiving a low dose (4 of 8, 50% survived), but similar to those receiving no dose (12 of 15, 80% survived). The high dose induced vomiting in all skinks. Skinks were located by driving slowly in the morning and late afternoon along a 14 km stretch of road between September 2010 and April 2011. Those captured were fitted with radio transmitters. At the first appearance of cane toads (December 2010), skinks were randomly allocated to a taste aversion treatment (high dose: 1.2 mg/kg, 8 M LiCl; low dose: 0.8 mg/kg) or no treatment group and skinks caught after cane toad arrival were alternately allocated to either group. All skinks received cane-toad sausage baits (high dose: 9 skinks; low does: 8; no dose: 15 skinks) and were subsequently monitored for survival.",Control-Impact,2013,Australia,Oceania,Yes,NA
6818,Carnivores: Present food inside objects (e.g. Boomer balls),Management of Captive Animals,"A before-and-after study in 2007 of sloth bears Melursus ursinus in a rescue centre in India found that providing honey-filled logs both intermittently or daily reduced the frequency of stereotypic behaviour and increased exploratory behaviour compared to no enrichment. The amount of time devoted to stereotypic behaviours was lower (intermittent: 22%; daily: 22%) and exploratory behaviours were higher (intermittent: 21%; daily: 17.5%) than without honey filled logs (stereotypic: 32.5%: explorative: 14.1%). Fourteen bears were fed three times daily which included porridge and mixed scattered fruit. Behaviour was recorded using instantaneous scan sampling with two minute intervals. Baseline data were collected for ten days before treatment. Enrichment regime included logs which could hold up to 200 g of honey. Two conditions were studied: 1) logs were introduced for five days in a row; 2) logs were introduced on days one, three and five. Behaviour was monitored between 15:00 h and 17:30 h on all five days of a treatment period, behaviour was monitored for another 6-10 days.",Before-After,2010,India,Asia,Yes,NA
7900,Translocate to re-establish or boost populations in native range,Terrestrial Mammal Conservation,"A study in 1976–1990 in a shrubland reserve in Cape Province, South Africa (Somers &amp; Penzhorn 1992) found that translocated warthogs Phacochoerus aethiopicus survived, bred successfully and abundance increased over approximately 10 years. Ten to 11 years after the release of 20 warthogs, numbers of warthogs counted increased to 641. Thirteen to 14 years after release, 361 individuals were counted. Separate surveys of dead warthogs found that the population comprised a mixture of age groups, including juveniles (&lt;1 year: 67-144 individuals), yearlings (1-2 years: 31-62 individuals) and adults (&gt;2 years: 143-204 individuals). The majority of yearling and adult females examined (80-100%) were pregnant. In 1976–1977, twenty warthogs were introduced into a 6,493-ha reserve dominated by dense thorny scrub. Warthogs were surveyed by helicopter in 1981-1990. In 1987-1990, warthogs were shot at random from helicopters in order for carcasses to be examined and population age structure estimated.",After,1992,South Africa,Africa,Yes,NA
5127,Engage landowners and other volunteers to manage land for amphibians,Amphibian Conservation,"A controlled study in 2009 of axolotls Ambystoma mexicanum in canals through agricultural land in Xochimilco,  Mexico (Valiente et al. 2010) found that filters to improve water quality and exclude competitive fish installed with participation of landowners resulted in increased weight gain of axolotls. Only four of 12 previously marked axolotls were recaptured; however, their weight had increased by 16%. Weight gain was greater than that of axolotls in control colonies over the same period. Farmers benefited from better-quality farm products as a result of improved water quality and from the protection of traditional agricultural practices. In 2009, with participation from farmers, a canal used as a refuge by axolotls was isolated from the main system using filters made of wood. Filters excluded fish and improved water quality. ",Control-Impact,2010,Mexico,North America,Yes,NA
6152,Pest regulation: Grow cover crops in arable fields,Mediterranean Farmland,"A replicated, randomized, controlled study in 1999–2011 in an irrigated tomato-cotton field in the San Joaquin Valley, USA, found more weeds and different weed species in plots with winter cover crops, compared to plots without winter cover crops. Pest numbers: More weeds were found in plots with cover crops, in six of 12 comparisons (28–121 vs 3–98 plants/m2). Different communities of weeds were found in plots with or without cover crops, in one of two comparisons (in plots with conventional tillage: data reported as distance in ordination space). Methods: Rainfed winter cover crops (triticale, rye, and vetch) were planted on 16 treatment plots, but not on 16 control plots, in October 1999–2010. Crop residues were chopped in March. Reduced tillage or conventional tillage was used on half of these plots, in 1999–2011. The plots (9 x 82 m) had six raised beds each. Different numbers of tillage practices were used for conventional tillage (19–23 tractor passes, including disk and chisel ploughing) and reduced tillage (11–12 tractor passes, not including disk and chisel ploughing). All plots were fertilized (conventional tillage: 89.2 kg/ha dry fertilizer, 111.5 kg/ha urea; reduced tillage: 124.9 kg/ha urea). Weeds were counted in January 2003 (1 m2 quadrats, four quadrats/plot), as well as March 2006 and June 2011 (0.25 m2 quadrats, two quadrats/plot). Soil cores were collected in June 2011 (8.25 cm diameter, 0–10 cm depth). Seeds from these soil cores were germinated, and weed species were counted. ",RCT,2015,United States,North America,Yes,NA
5253,Allow natural regeneration of ground cover beneath perennial crops,Natural Pest Control,"A randomised, replicated, controlled, before-and-after trial in 1975-1977 in apple Malus domestica orchards in Ontario, Canada (Holliday &amp; Hagley 1984) found more ground beetles (Carabidae) in naturally regenerated ground cover (29-98 ground beetles/m²) than in bare ground cover (4-7 ground beetles) in August 1976 to August 1977, in shallow 5 cm-deep soil samples. Soil cores to 30 cm-depth found a similar effect, with 42-305 ground beetles/m² in natural ground cover compared with 0-66 ground beetles in bare ground. More ground beetles also occurred in natural ground cover than in creeping red fescue Festuca rubra (7-54 and 28-122 ground beetles/m², in shallow and deep samples respectively) or perennial ryegrass Lolium perenne (0-34 and 28-122 ground beetles/m²) sown ground covers. Pitfall trapping found no effect of ground cover treatments. Naturally regenerated, bare (tilled), creeping red fescue and perennial ryegrass ground cover treatments were tested in 24 x 18 m plots (containing 18 apple trees), replicated five times each. Natural plots were untilled from 1975 to 1977. Other treatments were tilled weekly in May 1976 with fescue and ryegrass plots sown in early June 1976. Shallow and deep soil samples were taken at three and five locations/plot, respectively.",RCT,1984,Canada,North America,Yes,NA
6692,Cut/mow herbaceous plants to maintain or restore disturbance,Peatland Conservation,"A replicated before-and-after study in 2010–2013 in two degraded fens in Wales, UK (Birch et al. 2015) found that mowing (sometimes along with other interventions) reduced shrub and grass/sedge/rush cover, typically had no effect on cover of fen-characteristic species and plant richness/diversity, and had mixed effects on vegetation height. In five of six managed plots, there were declines in shrub cover (before intervention: 27–87%; after 2–3 years: 9–19%) and total grass/sedge/rush cover (before: 91–98%; after: 63–80%). Cover of purple moor grass Molinia caerulea decreased in three plots (before: 64–81%; after: 3–34%). In four or five plots, there was no change in cover of fen-characteristic mosses (&lt;1% before and after), fen-characteristic herbs (before: &lt;2%; after: &lt;1%), plant species richness (before: 9–17; after: 8–14 species/4 m2) or plant diversity (data reported as diversity indices). Management had mixed effects on vegetation height (increase: 1 plot; decrease: 2 plots; no change: 3 plots). Six 20 x 20 m plots were established across two abandoned fens. In autumn 2010 or spring 2011, each plot was mown once. Cuttings were removed. Four plots were also grazed. Two of these were also burned. The study does not distinguish between the effects of these interventions and mowing. Cover of every plant species was estimated before mowing (autumn 2010) and 2–3 years after (autumn 2012 or 2013), in five 4 m2 quadrats/plot.",Before-After,2015,United Kingdom,Europe,Yes,NA
1554,Create patches of bare ground for ground-nesting bees,Bee Conservation,"Nest density of ground-nesting bees and wasps was increased by removing plant cover, or digging and raising soil, in trial plots at five sandy grassland sites in Baden-Württemberg, southwest Germany in 1992, relative to five control sites (Wesserling &amp; Tscharntke 1995). Digging and raising soil was more effective at increasing nest density. Raking was not very effective, because it generated a dense plant cover.",Control-Impact,1995,Germany,Europe,Yes,NA
